DATE_KEY,FULL_DATE,DATE_NAME,DAY_OF_MONTH,DAY_NAME,DAY_NAME_SHORT,DAY_OF_WEEK_ISO,DAY_OF_YEAR,WEEK_OF_YEAR_ISO,WEEK_START_DATE,WEEK_END_DATE,MONTH_NUMBER,MONTH_NAME,MONTH_NAME_SHORT,MONTH_START_DATE,MONTH_END_DATE,DAYS_IN_MONTH,QUARTER_NUMBER,QUARTER_NAME,QUARTER_START_DATE,QUARTER_END_DATE,YEAR_NUMBER,YEAR_MONTH,YEAR_MONTH_NAME,YEAR_QUARTER,IS_WEEKDAY,IS_WEEKEND,IS_MONTH_START,IS_MONTH_END,IS_QUARTER_START,IS_QUARTER_END,IS_YEAR_START,IS_YEAR_END,IS_LEAP_YEAR
19960707,1996-07-07,"July 07, 1996",7,Sunday,Sun,7,189,27,1996-07-01,1996-07-07,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960708,1996-07-08,"July 08, 1996",8,Monday,Mon,1,190,28,1996-07-08,1996-07-14,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960709,1996-07-09,"July 09, 1996",9,Tuesday,Tue,2,191,28,1996-07-08,1996-07-14,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960710,1996-07-10,"July 10, 1996",10,Wednesday,Wed,3,192,28,1996-07-08,1996-07-14,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960711,1996-07-11,"July 11, 1996",11,Thursday,Thu,4,193,28,1996-07-08,1996-07-14,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960712,1996-07-12,"July 12, 1996",12,Friday,Fri,5,194,28,1996-07-08,1996-07-14,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960713,1996-07-13,"July 13, 1996",13,Saturday,Sat,6,195,28,1996-07-08,1996-07-14,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960714,1996-07-14,"July 14, 1996",14,Sunday,Sun,7,196,28,1996-07-08,1996-07-14,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960715,1996-07-15,"July 15, 1996",15,Monday,Mon,1,197,29,1996-07-15,1996-07-21,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960716,1996-07-16,"July 16, 1996",16,Tuesday,Tue,2,198,29,1996-07-15,1996-07-21,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960717,1996-07-17,"July 17, 1996",17,Wednesday,Wed,3,199,29,1996-07-15,1996-07-21,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960718,1996-07-18,"July 18, 1996",18,Thursday,Thu,4,200,29,1996-07-15,1996-07-21,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960719,1996-07-19,"July 19, 1996",19,Friday,Fri,5,201,29,1996-07-15,1996-07-21,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960720,1996-07-20,"July 20, 1996",20,Saturday,Sat,6,202,29,1996-07-15,1996-07-21,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960721,1996-07-21,"July 21, 1996",21,Sunday,Sun,7,203,29,1996-07-15,1996-07-21,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960722,1996-07-22,"July 22, 1996",22,Monday,Mon,1,204,30,1996-07-22,1996-07-28,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960723,1996-07-23,"July 23, 1996",23,Tuesday,Tue,2,205,30,1996-07-22,1996-07-28,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960724,1996-07-24,"July 24, 1996",24,Wednesday,Wed,3,206,30,1996-07-22,1996-07-28,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960725,1996-07-25,"July 25, 1996",25,Thursday,Thu,4,207,30,1996-07-22,1996-07-28,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960726,1996-07-26,"July 26, 1996",26,Friday,Fri,5,208,30,1996-07-22,1996-07-28,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960727,1996-07-27,"July 27, 1996",27,Saturday,Sat,6,209,30,1996-07-22,1996-07-28,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960728,1996-07-28,"July 28, 1996",28,Sunday,Sun,7,210,30,1996-07-22,1996-07-28,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960729,1996-07-29,"July 29, 1996",29,Monday,Mon,1,211,31,1996-07-29,1996-08-04,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960730,1996-07-30,"July 30, 1996",30,Tuesday,Tue,2,212,31,1996-07-29,1996-08-04,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960731,1996-07-31,"July 31, 1996",31,Wednesday,Wed,3,213,31,1996-07-29,1996-08-04,7,July,Jul,1996-07-01,1996-07-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-07,1996 July,1996-Q3,Y,N,N,Y,N,N,N,N,Y
19960801,1996-08-01,"August 01, 1996",1,Thursday,Thu,4,214,31,1996-07-29,1996-08-04,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,Y,N,N,N,N,N,Y
19960802,1996-08-02,"August 02, 1996",2,Friday,Fri,5,215,31,1996-07-29,1996-08-04,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960803,1996-08-03,"August 03, 1996",3,Saturday,Sat,6,216,31,1996-07-29,1996-08-04,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960804,1996-08-04,"August 04, 1996",4,Sunday,Sun,7,217,31,1996-07-29,1996-08-04,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960805,1996-08-05,"August 05, 1996",5,Monday,Mon,1,218,32,1996-08-05,1996-08-11,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960806,1996-08-06,"August 06, 1996",6,Tuesday,Tue,2,219,32,1996-08-05,1996-08-11,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960807,1996-08-07,"August 07, 1996",7,Wednesday,Wed,3,220,32,1996-08-05,1996-08-11,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960808,1996-08-08,"August 08, 1996",8,Thursday,Thu,4,221,32,1996-08-05,1996-08-11,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960809,1996-08-09,"August 09, 1996",9,Friday,Fri,5,222,32,1996-08-05,1996-08-11,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960810,1996-08-10,"August 10, 1996",10,Saturday,Sat,6,223,32,1996-08-05,1996-08-11,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960811,1996-08-11,"August 11, 1996",11,Sunday,Sun,7,224,32,1996-08-05,1996-08-11,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960812,1996-08-12,"August 12, 1996",12,Monday,Mon,1,225,33,1996-08-12,1996-08-18,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960813,1996-08-13,"August 13, 1996",13,Tuesday,Tue,2,226,33,1996-08-12,1996-08-18,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960814,1996-08-14,"August 14, 1996",14,Wednesday,Wed,3,227,33,1996-08-12,1996-08-18,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960815,1996-08-15,"August 15, 1996",15,Thursday,Thu,4,228,33,1996-08-12,1996-08-18,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960816,1996-08-16,"August 16, 1996",16,Friday,Fri,5,229,33,1996-08-12,1996-08-18,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960817,1996-08-17,"August 17, 1996",17,Saturday,Sat,6,230,33,1996-08-12,1996-08-18,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960818,1996-08-18,"August 18, 1996",18,Sunday,Sun,7,231,33,1996-08-12,1996-08-18,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960819,1996-08-19,"August 19, 1996",19,Monday,Mon,1,232,34,1996-08-19,1996-08-25,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960820,1996-08-20,"August 20, 1996",20,Tuesday,Tue,2,233,34,1996-08-19,1996-08-25,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960821,1996-08-21,"August 21, 1996",21,Wednesday,Wed,3,234,34,1996-08-19,1996-08-25,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960822,1996-08-22,"August 22, 1996",22,Thursday,Thu,4,235,34,1996-08-19,1996-08-25,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960823,1996-08-23,"August 23, 1996",23,Friday,Fri,5,236,34,1996-08-19,1996-08-25,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960824,1996-08-24,"August 24, 1996",24,Saturday,Sat,6,237,34,1996-08-19,1996-08-25,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960825,1996-08-25,"August 25, 1996",25,Sunday,Sun,7,238,34,1996-08-19,1996-08-25,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960826,1996-08-26,"August 26, 1996",26,Monday,Mon,1,239,35,1996-08-26,1996-09-01,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960827,1996-08-27,"August 27, 1996",27,Tuesday,Tue,2,240,35,1996-08-26,1996-09-01,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960828,1996-08-28,"August 28, 1996",28,Wednesday,Wed,3,241,35,1996-08-26,1996-09-01,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960829,1996-08-29,"August 29, 1996",29,Thursday,Thu,4,242,35,1996-08-26,1996-09-01,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960830,1996-08-30,"August 30, 1996",30,Friday,Fri,5,243,35,1996-08-26,1996-09-01,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960831,1996-08-31,"August 31, 1996",31,Saturday,Sat,6,244,35,1996-08-26,1996-09-01,8,August,Aug,1996-08-01,1996-08-31,31,3,Q3,1996-07-01,1996-09-30,1996,1996-08,1996 August,1996-Q3,N,Y,N,Y,N,N,N,N,Y
19960901,1996-09-01,"September 01, 1996",1,Sunday,Sun,7,245,35,1996-08-26,1996-09-01,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,Y,N,N,N,N,N,Y
19960902,1996-09-02,"September 02, 1996",2,Monday,Mon,1,246,36,1996-09-02,1996-09-08,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960903,1996-09-03,"September 03, 1996",3,Tuesday,Tue,2,247,36,1996-09-02,1996-09-08,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960904,1996-09-04,"September 04, 1996",4,Wednesday,Wed,3,248,36,1996-09-02,1996-09-08,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960905,1996-09-05,"September 05, 1996",5,Thursday,Thu,4,249,36,1996-09-02,1996-09-08,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960906,1996-09-06,"September 06, 1996",6,Friday,Fri,5,250,36,1996-09-02,1996-09-08,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960907,1996-09-07,"September 07, 1996",7,Saturday,Sat,6,251,36,1996-09-02,1996-09-08,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960908,1996-09-08,"September 08, 1996",8,Sunday,Sun,7,252,36,1996-09-02,1996-09-08,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960909,1996-09-09,"September 09, 1996",9,Monday,Mon,1,253,37,1996-09-09,1996-09-15,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960910,1996-09-10,"September 10, 1996",10,Tuesday,Tue,2,254,37,1996-09-09,1996-09-15,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960911,1996-09-11,"September 11, 1996",11,Wednesday,Wed,3,255,37,1996-09-09,1996-09-15,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960912,1996-09-12,"September 12, 1996",12,Thursday,Thu,4,256,37,1996-09-09,1996-09-15,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960913,1996-09-13,"September 13, 1996",13,Friday,Fri,5,257,37,1996-09-09,1996-09-15,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960914,1996-09-14,"September 14, 1996",14,Saturday,Sat,6,258,37,1996-09-09,1996-09-15,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960915,1996-09-15,"September 15, 1996",15,Sunday,Sun,7,259,37,1996-09-09,1996-09-15,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960916,1996-09-16,"September 16, 1996",16,Monday,Mon,1,260,38,1996-09-16,1996-09-22,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960917,1996-09-17,"September 17, 1996",17,Tuesday,Tue,2,261,38,1996-09-16,1996-09-22,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960918,1996-09-18,"September 18, 1996",18,Wednesday,Wed,3,262,38,1996-09-16,1996-09-22,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960919,1996-09-19,"September 19, 1996",19,Thursday,Thu,4,263,38,1996-09-16,1996-09-22,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960920,1996-09-20,"September 20, 1996",20,Friday,Fri,5,264,38,1996-09-16,1996-09-22,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960921,1996-09-21,"September 21, 1996",21,Saturday,Sat,6,265,38,1996-09-16,1996-09-22,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960922,1996-09-22,"September 22, 1996",22,Sunday,Sun,7,266,38,1996-09-16,1996-09-22,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960923,1996-09-23,"September 23, 1996",23,Monday,Mon,1,267,39,1996-09-23,1996-09-29,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960924,1996-09-24,"September 24, 1996",24,Tuesday,Tue,2,268,39,1996-09-23,1996-09-29,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960925,1996-09-25,"September 25, 1996",25,Wednesday,Wed,3,269,39,1996-09-23,1996-09-29,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960926,1996-09-26,"September 26, 1996",26,Thursday,Thu,4,270,39,1996-09-23,1996-09-29,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960927,1996-09-27,"September 27, 1996",27,Friday,Fri,5,271,39,1996-09-23,1996-09-29,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,N,N,N,N,N,Y
19960928,1996-09-28,"September 28, 1996",28,Saturday,Sat,6,272,39,1996-09-23,1996-09-29,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960929,1996-09-29,"September 29, 1996",29,Sunday,Sun,7,273,39,1996-09-23,1996-09-29,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,N,Y,N,N,N,N,N,N,Y
19960930,1996-09-30,"September 30, 1996",30,Monday,Mon,1,274,40,1996-09-30,1996-10-06,9,September,Sep,1996-09-01,1996-09-30,30,3,Q3,1996-07-01,1996-09-30,1996,1996-09,1996 September,1996-Q3,Y,N,N,Y,N,Y,N,N,Y
19961001,1996-10-01,"October 01, 1996",1,Tuesday,Tue,2,275,40,1996-09-30,1996-10-06,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,Y,N,Y,N,N,N,Y
19961002,1996-10-02,"October 02, 1996",2,Wednesday,Wed,3,276,40,1996-09-30,1996-10-06,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961003,1996-10-03,"October 03, 1996",3,Thursday,Thu,4,277,40,1996-09-30,1996-10-06,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961004,1996-10-04,"October 04, 1996",4,Friday,Fri,5,278,40,1996-09-30,1996-10-06,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961005,1996-10-05,"October 05, 1996",5,Saturday,Sat,6,279,40,1996-09-30,1996-10-06,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,N,Y,N,N,N,N,N,N,Y
19961006,1996-10-06,"October 06, 1996",6,Sunday,Sun,7,280,40,1996-09-30,1996-10-06,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,N,Y,N,N,N,N,N,N,Y
19961007,1996-10-07,"October 07, 1996",7,Monday,Mon,1,281,41,1996-10-07,1996-10-13,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961008,1996-10-08,"October 08, 1996",8,Tuesday,Tue,2,282,41,1996-10-07,1996-10-13,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961009,1996-10-09,"October 09, 1996",9,Wednesday,Wed,3,283,41,1996-10-07,1996-10-13,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961010,1996-10-10,"October 10, 1996",10,Thursday,Thu,4,284,41,1996-10-07,1996-10-13,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961011,1996-10-11,"October 11, 1996",11,Friday,Fri,5,285,41,1996-10-07,1996-10-13,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
19961012,1996-10-12,"October 12, 1996",12,Saturday,Sat,6,286,41,1996-10-07,1996-10-13,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,N,Y,N,N,N,N,N,N,Y
19961013,1996-10-13,"October 13, 1996",13,Sunday,Sun,7,287,41,1996-10-07,1996-10-13,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,N,Y,N,N,N,N,N,N,Y
19961014,1996-10-14,"October 14, 1996",14,Monday,Mon,1,288,42,1996-10-14,1996-10-20,10,October,Oct,1996-10-01,1996-10-31,31,4,Q4,1996-10-01,1996-12-31,1996,1996-10,1996 October,1996-Q4,Y,N,N,N,N,N,N,N,Y
